
[2] Neutron Bomb
  18.55% | 2800 ms | vs [28] Courageous!
  18.35% | 3400 ms | vs [14] Star Chaser
  17.18% | 5300 ms | vs [16] Strobing Willow
  16.79% | -4300 ms | vs [54] Blue Jacket
  16.62% | 1300 ms | vs [11] Fiesta 99
  14.29% | 3100 ms | vs [24] Silver Screen
  14.29% | 9000 ms | vs [30] Breakthrough
  14.29% | 9400 ms | vs [32] Evil Priest
  14.29% | -9800 ms | vs [48] Howling Nishiki
  14.29% | -900 ms | vs [57] Colorful Skies
  14.29% | -7000 ms | vs [49] No Way!
  9.52% | -8100 ms | vs [53] MOAB 9S
  9.05% | 2300 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[19] High Falutin
  25.54% | 2100 ms | vs [17] Deep Ocean
  23.15% | 1000 ms | vs [58] Wild Horses
  22.18% | 6900 ms | vs [47] Azurallure
  20.68% | -5200 ms | vs [18] Hit the Road, Jack
  18.42% | -8600 ms | vs [11] Fiesta 99
  18.42% | 5200 ms | vs [21] Peace Out
  18.39% | 2800 ms | vs [52] Flourescent
  18.11% | 8800 ms | vs [23] City Crasher
  18.02% | 400 ms | vs [12] Ion Blaster
  17.89% | 8700 ms | vs [26] Color Storm
  17.49% | -9400 ms | vs [2] Neutron Bomb
  15.79% | 0 ms | vs [46] Azura Burst
  15.79% | 700 ms | vs [48] Howling Nishiki
  15.01% | 500 ms | vs [22] Colorful Whirlwind
  14.93% | -10000 ms | vs [13] Saturday Night Special
  14.77% | 5500 ms | vs [51] 3 Minute Mayhem
  14.55% | -1200 ms | vs [15] Super Crackle Rainbow
  13.16% | 7900 ms | vs [3] Occupy Mars
  13.16% | 7400 ms | vs [14] Star Chaser
  13.16% | 5500 ms | vs [16] Strobing Willow
  13.16% | -2400 ms | vs [59] Big Color
  12.86% | 1700 ms | vs [30] Breakthrough
  12.71% | -1100 ms | vs [56] Thirsty Thursday
  12.26% | 5900 ms | vs [20] Hot Hot Hot
  12.20% | 1900 ms | vs [29] Christmas Eve
  10.53% | -6000 ms | vs [57] Colorful Skies
  10.53% | -7400 ms | vs [49] No Way!
  10.32% | -2300 ms | vs [31] Naughty or Nice
  9.59% | -200 ms | vs [1] Turn it Loose
  9.47% | -600 ms | vs [28] Courageous!
  7.89% | -9700 ms | vs [32] Evil Priest
  7.43% | 300 ms | vs [54] Blue Jacket
  7.30% | -2700 ms | vs [24] Silver Screen
  5.26% | -5500 ms | vs [53] MOAB 9S
  2.63% | -5700 ms | vs [4] Be All & End All

[49] No Way!
  25.00% | 6300 ms | vs [24] Silver Screen
  25.00% | 9400 ms | vs [48] Howling Nishiki
  19.05% | 8200 ms | vs [15] Super Crackle Rainbow
  16.67% | 10000 ms | vs [2] Neutron Bomb
  16.67% | 9400 ms | vs [13] Saturday Night Special
  16.67% | 9500 ms | vs [32] Evil Priest
  16.08% | -6700 ms | vs [17] Deep Ocean
  14.29% | 7000 ms | vs [47] Azurallure
  14.29% | 9400 ms | vs [53] MOAB 9S
  13.64% | 5300 ms | vs [18] Hit the Road, Jack
  13.33% | -2500 ms | vs [11] Fiesta 99
  13.30% | 9700 ms | vs [22] Colorful Whirlwind
  12.50% | 8600 ms | vs [26] Color Storm
  11.11% | 9600 ms | vs [14] Star Chaser
  11.11% | 9200 ms | vs [58] Wild Horses
  10.53% | 7400 ms | vs [19] High Falutin
  9.09% | 8200 ms | vs [31] Naughty or Nice
  8.33% | 9800 ms | vs [1] Turn it Loose
  7.69% | 9500 ms | vs [20] Hot Hot Hot
  7.69% | 9000 ms | vs [21] Peace Out
  4.55% | 9200 ms | vs [23] City Crasher
  4.55% | -3300 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [3] Occupy Mars
  0.00% | 0 ms | vs [4] Be All & End All
  0.00% | 0 ms | vs [12] Ion Blaster
  0.00% | 0 ms | vs [16] Strobing Willow
  0.00% | 0 ms | vs [28] Courageous!
  0.00% | 0 ms | vs [29] Christmas Eve
  0.00% | 0 ms | vs [30] Breakthrough
  0.00% | 0 ms | vs [46] Azura Burst
  0.00% | 0 ms | vs [52] Flourescent
  0.00% | 0 ms | vs [54] Blue Jacket
  0.00% | 0 ms | vs [56] Thirsty Thursday
  0.00% | 0 ms | vs [57] Colorful Skies
  0.00% | 0 ms | vs [59] Big Color

[11] Fiesta 99
  23.07% | 9500 ms | vs [17] Deep Ocean
  19.33% | 3800 ms | vs [18] Hit the Road, Jack
  18.42% | 8600 ms | vs [19] High Falutin
  16.67% | 9500 ms | vs [13] Saturday Night Special
  16.67% | 200 ms | vs [58] Wild Horses
  16.62% | -1300 ms | vs [47] Azurallure
  16.49% | 2300 ms | vs [23] City Crasher
  16.14% | -300 ms | vs [52] Flourescent
  16.03% | 10000 ms | vs [2] Neutron Bomb
  13.33% | -5500 ms | vs [12] Ion Blaster
  13.33% | 1700 ms | vs [14] Star Chaser
  13.33% | 500 ms | vs [21] Peace Out
  13.33% | -3300 ms | vs [22] Colorful Whirlwind
  13.33% | 2500 ms | vs [26] Color Storm
  13.33% | -4000 ms | vs [30] Breakthrough
  13.33% | 2500 ms | vs [49] No Way!
  13.08% | 8800 ms | vs [15] Super Crackle Rainbow
  12.92% | 2000 ms | vs [29] Christmas Eve
  12.65% | -4400 ms | vs [46] Azura Burst
  12.45% | -800 ms | vs [51] 3 Minute Mayhem
  12.37% | -2900 ms | vs [32] Evil Priest
  10.00% | 7600 ms | vs [3] Occupy Mars
  10.00% | -8100 ms | vs [31] Naughty or Nice
  10.00% | 200 ms | vs [48] Howling Nishiki
  9.94% | -2700 ms | vs [59] Big Color
  9.89% | -1400 ms | vs [20] Hot Hot Hot
  9.51% | -3500 ms | vs [56] Thirsty Thursday
  9.30% | -3800 ms | vs [16] Strobing Willow
  6.67% | -3800 ms | vs [4] Be All & End All
  6.67% | -8800 ms | vs [57] Colorful Skies
  6.62% | -2900 ms | vs [1] Turn it Loose
  6.61% | -2700 ms | vs [54] Blue Jacket
  6.58% | 6900 ms | vs [24] Silver Screen
  6.50% | 3100 ms | vs [28] Courageous!
  6.01% | -7100 ms | vs [53] MOAB 9S

[4] Be All & End All
  18.18% | -2600 ms | vs [31] Naughty or Nice
  16.67% | -7500 ms | vs [32] Evil Priest
  6.67% | 3800 ms | vs [11] Fiesta 99
  4.17% | 4700 ms | vs [17] Deep Ocean
  3.41% | -5300 ms | vs [51] 3 Minute Mayhem
  2.63% | 5700 ms | vs [19] High Falutin
  0.00% | 0 ms | vs [1] Turn it Loose
  0.00% | 0 ms | vs [2] Neutron Bomb
  0.00% | 0 ms | vs [3] Occupy Mars
  0.00% | 0 ms | vs [12] Ion Blaster
  0.00% | 0 ms | vs [13] Saturday Night Special
  0.00% | 0 ms | vs [14] Star Chaser
  0.00% | 0 ms | vs [15] Super Crackle Rainbow
  0.00% | 0 ms | vs [16] Strobing Willow
  0.00% | 0 ms | vs [18] Hit the Road, Jack
  0.00% | 0 ms | vs [20] Hot Hot Hot
  0.00% | 0 ms | vs [21] Peace Out
  0.00% | 0 ms | vs [22] Colorful Whirlwind
  0.00% | 0 ms | vs [23] City Crasher
  0.00% | 0 ms | vs [24] Silver Screen
  0.00% | 0 ms | vs [26] Color Storm
  0.00% | 0 ms | vs [28] Courageous!
  0.00% | 0 ms | vs [29] Christmas Eve
  0.00% | 0 ms | vs [30] Breakthrough
  0.00% | 0 ms | vs [46] Azura Burst
  0.00% | 0 ms | vs [47] Azurallure
  0.00% | 0 ms | vs [48] Howling Nishiki
  0.00% | 0 ms | vs [52] Flourescent
  0.00% | 0 ms | vs [53] MOAB 9S
  0.00% | 0 ms | vs [54] Blue Jacket
  0.00% | 0 ms | vs [56] Thirsty Thursday
  0.00% | 0 ms | vs [57] Colorful Skies
  0.00% | 0 ms | vs [58] Wild Horses
  0.00% | 0 ms | vs [59] Big Color
  0.00% | 0 ms | vs [49] No Way!

[51] 3 Minute Mayhem
  14.77% | -5500 ms | vs [19] High Falutin
  12.45% | 800 ms | vs [11] Fiesta 99
  11.27% | -400 ms | vs [23] City Crasher
  11.23% | 4600 ms | vs [18] Hit the Road, Jack
  10.22% | -4500 ms | vs [58] Wild Horses
  9.94% | 4500 ms | vs [17] Deep Ocean
  9.09% | 7600 ms | vs [2] Neutron Bomb
  9.09% | 7000 ms | vs [13] Saturday Night Special
  9.09% | -3300 ms | vs [15] Super Crackle Rainbow
  9.08% | 3700 ms | vs [26] Color Storm
  9.05% | -2300 ms | vs [47] Azurallure
  7.93% | -6800 ms | vs [20] Hot Hot Hot
  7.75% | 7200 ms | vs [46] Azura Burst
  6.82% | 4500 ms | vs [1] Turn it Loose
  6.82% | 5000 ms | vs [22] Colorful Whirlwind
  6.82% | 6800 ms | vs [28] Courageous!
  6.81% | 6700 ms | vs [31] Naughty or Nice
  6.79% | 8100 ms | vs [16] Strobing Willow
  6.74% | 4500 ms | vs [56] Thirsty Thursday
  6.57% | 4200 ms | vs [21] Peace Out
  5.68% | -3200 ms | vs [3] Occupy Mars
  5.68% | 8100 ms | vs [14] Star Chaser
  5.68% | 8700 ms | vs [32] Evil Priest
  5.68% | 700 ms | vs [48] Howling Nishiki
  5.68% | -2800 ms | vs [52] Flourescent
  5.68% | 0 ms | vs [54] Blue Jacket
  5.67% | 2400 ms | vs [12] Ion Blaster
  5.65% | 9900 ms | vs [30] Breakthrough
  5.54% | 6200 ms | vs [59] Big Color
  4.55% | 7700 ms | vs [29] Christmas Eve
  4.55% | 3300 ms | vs [49] No Way!
  4.51% | 900 ms | vs [57] Colorful Skies
  4.51% | -7100 ms | vs [24] Silver Screen
  3.41% | 5300 ms | vs [4] Be All & End All
  3.41% | -4700 ms | vs [53] MOAB 9S
